周边交通,商业用房平均价,开盘时间,容积率,座落,车位,设备装修,绿化率,楼盘简介,总幢数,开发商,住宅平均价,土地等级,项目名称,入住时间,联系电话,配套设施
,,2008-03-06 13:28:39.0,,棋盘山风景秀湖东南岸,,,,,,沈阳棋盘山开发区国有资产经营有限公司,棋盘山老北市旅游观光园（二期）,0,74,,,
,,2008-03-10 15:51:13.0,,苏家屯区白松路北,,,,,,沈阳市沈南房屋开发有限责任公司,车库,0,2,,,
,,2008-03-10 15:51:36.0,,苏家屯区香柏路32-4号南,,,,,,沈阳市沈南房屋开发有限责任公司,车库,0,4,,,
,,2008-03-12 11:16:47.0,,苏家屯区丁香街156-1号158-1号,,,,,,沈阳市康力门业有限公司,厂房、办公楼,0,3,,,
,,2008-03-13 09:06:37.0,,白堡村,,,,,,沈阳华新门窗工程有限公司,办公楼、车间,0,4,,,
,,2008-06-05 16:08:26.0,,沈阳市于洪区汪家地区,,,,,,沈阳永来房地产有限公司,住宅、网点（滨河新区-紫郡城D栋公寓）,0,1,2009-06-30 00:00:00.0,,
,,2008-06-05 16:15:25.0,,开发区浑河十四号路六号街,,,,,,沈阳市铁西区城建开发有限责任公司,红都小区：商业网点、物业中心、急救中心、业主会所、住宅1#至24#,0,28,,,
,,2008-06-05 16:29:01.0,,苏家屯区雪松东路,,,,,,沈阳市苏家屯中兴地区建设管理委员会,住宅、门市,0,2,,,
,,2008-06-05 17:06:27.0,,沈阳市铁西区建设东路55号,,,,,,沈阳世海铭尊房地产开发有限公司,世海铭尊1号楼,0,1,,,
,,2008-06-05 09:05:59.0,,昆明湖街60号,,,,,,沈阳华雪机械有限公司,生产厂房,0,1,,,
,,2008-06-05 09:14:13.0,,小羊安村,,,,,,辽宁广大实业有限公司,办公楼,0,1,,,
,,2008-06-05 00:00:00.0,,沈阳沈北新区辉山经济开发区蒲北路8号,,,,,,沈阳永丰房屋开发有限公司,皇第龙邸西B-3、6、9、12、15、17,0,6,2009-12-31 00:00:00.0,,
,,2008-06-05 00:00:00.0,,沈阳蒲河新城虎石台镇建设北一路北侧,,,,,,沈阳煤业(集团)信诚房地产开发有限公司,信诚7号楼,0,1,2008-11-30 00:00:00.0,,
,,2008-06-05 14:06:47.0,,和平区青年大街西侧,,,,,,沈阳世茂新世纪房地产开发有限公司,商业（办公）一期工程,0,2,2008-12-31 00:00:00.0,,
,,2008-06-06 13:42:22.0,,洪湖二街28号,,,,,,沈阳中外运物流有限公司,办公楼、1#，2#，3#库房，南、北门卫室，泵房,0,7,,,
,,2008-06-06 11:08:45.0,,沈阳和平区南京街,,,,,,辽宁德明房地产开发有限公司,商业综合楼,0,1,2009-12-31 00:00:00.0,,
,,2008-06-06 13:18:40.0,,沈阳道义经济开发区怒江北街256号,,,,,,沈阳亚特重型装备制造有限公司,厂房、办公楼,0,4,,,
,,2008-06-06 09:40:26.0,,沈阳市铁西区北四东路26号,,,,,,辽宁益格豪尔房地产开发有限公司,春城小院住宅（二期）,0,4,2008-09-30 00:00:00.0,,
,,2008-06-06 14:43:11.0,,沈阳市铁西区云峰南街8号,,,,,,沈阳市铁西区城建开发有限责任公司,云峰明居,0,3,,,
,,2008-06-06 14:28:53.0,,沈阳市东陵区新立堡村,,,,,,保利(沈阳)房地产开发有限公司,居住、商业（五期）,0,22,2009-12-31 00:00:00.0,,
,,2008-06-06 14:36:53.0,,沈阳市浑南新区F16号-2地块,,,,,,沈阳华姿风尚房地产开发有限公司,“新里程”住宅二期,0,8,2009-09-30 00:00:00.0,,
,,2008-06-06 00:00:00.0,,沈阳市浑南新区B47号地块,,,,,,沈阳万科浑南房地产开发有限公司,万科新榆公馆住宅小区六期,0,6,2009-08-31 00:00:00.0,,
,,2008-03-14 08:43:32.0,,沈阳市铁西区肇工北街11号,,,,,,沈阳徐氏房屋开发有限公司,铁西新区物流中心1#、2#楼,0,2,2008-06-30 00:00:00.0,,
,,2008-03-18 08:52:22.0,,于洪区白山路151-1号,,,,,,沈阳市大禹房屋开发有限公司,居住、商业,0,17,2009-09-30 00:00:00.0,,
,,2008-03-18 09:03:24.0,,苏家屯区文成堡村,,,,,,沈阳市同维奉大饲料经销中心,库房,0,1,,,
,,2008-03-24 16:46:45.0,,沈阳市和平区长白地区长白六路北侧,,,,,,辽宁荣麟房地产开发有限公司,建馨家园,0,16,2008-08-31 00:00:00.0,,
,,2008-03-24 11:17:18.0,,沈阳市于洪区长江北街西侧,,,,,,沈阳格林华怡房地产开发有限公司,居住、商业,0,18,2008-12-31 00:00:00.0,,
,,2008-03-24 16:54:02.0,,王滨乡王滨村,,,,,,辽宁建华管柱有限公司,厂房,0,1,,,
,5000.0,1990-01-01 00:00:00.0,,浑南新区中心区第22号地块,,,,,2355.0,辽宁广厦置业有限公司,艺术城住宅,,16,2005-08-31 00:00:00.0,83811999,
,,1990-01-01 00:00:00.0,,铁西区重工北街71号,,,,,,辽宁世代房地产开发有限公司,世代.锦绣园,,,,,
,,2005-08-28 00:00:00.0,,于洪区洪湖路南侧,,,,,,辽宁新金生房地产开发有限公司,金尊雅苑,,2,2006-04-30 00:00:00.0,25321333,
,6000.0,2005-08-26 00:00:00.0,,铁西区北二中路,,,,,2300.0,沈阳正大世纪房地产开发有限公司,正大世纪家园,,2,2005-12-31 00:00:00.0,22863356,
,,2005-08-28 00:00:00.0,,浑南新区中心区42号-1地块,,,,,5800.0,辽宁弘浩房地产开发有限公司,左岸慧晶,,6,2006-10-31 00:00:00.0,81268822,
,3000.0,2005-09-01 00:00:00.0,,东陵区东陵南街7号,,,,,2000.0,辽宁盟昌房地产开发有限公司,东湖新村,,11,2005-12-30 00:00:00.0,88423409  13066778810,
,,2005-09-01 00:00:00.0,,于洪区鸭绿江东街,,,,,,沈阳华海房屋开发有限公司,华海.雅馨苑,,8,2008-12-31 00:00:00.0,62400111,
,6800.0,2005-09-01 00:00:00.0,,铁西区艳粉街2号,,,,,3450.0,沈阳威信产业集团股份有限公司,鸿雁家园,,3,2005-12-31 00:00:00.0,25921333,
,,2005-09-01 00:00:00.0,,和平区南京北街东侧,,,,,5680.0,辽宁嘉润房地产开发有限公司,嘉润.中华园,,1,2006-12-01 00:00:00.0,23215888,
,7000.0,2005-09-01 00:00:00.0,,和平区青年大街西侧,,,,,4900.0,沈阳昌鑫置业投资有限公司,昌鑫置地广场,,8,2006-10-30 00:00:00.0,83999999,
,3800.0,2005-11-20 00:00:00.0,,辉山农业高新区新城路56号,,,,,2590.0,沈阳泰盈房产开发有限公司,七里香堤,,18,2007-10-31 00:00:00.0,22525466,
,2980.0,1990-01-01 00:00:00.0,,东陵区白塔堡镇白塔村,,,,,2000.0,辽宁三通房地产开发有限公司,银塔馨苑,,4,2005-10-25 00:00:00.0,23788030,
,3200.0,2005-09-28 00:00:00.0,,于洪区鸭绿江街东侧,,,,,2880.0,沈阳福运房地产开发有限公司,上城俪园,,8,2006-08-31 00:00:00.0,86623955,
,2400.0,2005-10-01 00:00:00.0,,新城子区道义镇政府北侧101国道西,,,,,1600.0,沈阳天祺房地产开发有限公司,天顺家园,,3,2005-12-01 00:00:00.0,89732988,
,,2005-10-05 00:00:00.0,,皇姑区西江街东侧,,,,,3150.0,沈阳明华房屋开发有限公司,西江俪园,,8,2006-10-30 00:00:00.0,86871111,
,5000.0,2005-10-01 00:00:00.0,,于洪区银山路北侧,,,,,3000.0,沈阳富禹房屋开发有限公司,龙欣园,,16,2006-07-31 00:00:00.0,86621111,
,,2005-10-06 00:00:00.0,,铁西区云峰北街15号,,,,,,沈阳居易置业有限公司,青年居易二期,,8,2006-10-30 00:00:00.0,25120111,
,,2005-10-10 00:00:00.0,,于洪区金山路91号,,,,,3000.0,沈阳鼎业房地产开发有限公司,金山小区,,4,2005-10-30 00:00:00.0,86611136,
,3000.0,2005-10-16 00:00:00.0,,苏家屯区玫瑰街路东,,,,,2050.0,沈阳鸿发展房地产开发有限公司,富城国际花园,,20,2007-12-31 00:00:00.0,62193777,
,,2005-10-20 00:00:00.0,,辉山农业高新区冯道社区,,,,,1900.0,沈阳翰文房地产开发有限公司,1#-6#住宅,,6,2006-02-28 00:00:00.0,88085758,
,4000.0,2005-10-20 00:00:00.0,,大东区北海街南侧,,,,,3200.0,沈阳世博置地房产开发有限公司,世博家园,,8,2006-10-30 00:00:00.0,88331111,
,,1990-01-01 00:00:00.0,,铁西区兴华南街5号,,,,,,沈阳晋斯置业有限公司,鲁尔大厦,,,2006-11-18 00:00:00.0,85868888/25607777,
,5000.0,2005-10-30 00:00:00.0,,铁西区北一东路45号,,,,,3400.0,沈阳新湖房地产开发有限公司,北国之春（二期）,,6,2006-10-31 00:00:00.0,31827111,
,3000.0,2005-10-30 00:00:00.0,,苏家屯区白松路、丁香街,,,,,2200.0,沈阳市沈南房屋开发有限责任公司,会所、住宅、社区及车库,,5,2006-12-30 00:00:00.0,89821013,
,6400.0,2005-10-30 00:00:00.0,,于洪区鸭绿江街西,,,,,3300.0,沈阳市陵东房屋开发有限公司,富丽阳光,,17,2006-10-01 00:00:00.0,86682222,
,6800.0,2005-11-01 00:00:00.0,,皇姑区黄河南大街78号,,,,,4100.0,辽宁凯兴房屋开发有限公司,凯兴花园二期,0,2,2006-08-30 00:00:00.0,86282653,
,8000.0,2005-11-01 00:00:00.0,,和平区市府大路55号,,,,,6500.0,辽宁年华房地产开发有限公司,年华国际大厦,,1,2006-12-31 00:00:00.0,86205503,
,3800.0,2005-11-01 00:00:00.0,,于洪区南阳湖街东侧,,,,,2520.0,沈阳金源房屋开发有限公司,金奥新城,,14,2006-11-30 00:00:00.0,62115333,
,4500.0,2005-11-01 00:00:00.0,,铁西区沈辽路47号,,,,,3000.0,辽宁瑞丰房屋开发有限公司,宏发国际名城,0,19,2007-06-30 00:00:00.0,25963377,
,,2005-11-01 00:00:00.0,,东陵区方南路,,,,,,沈阳市沈房房地产开发有限公司,都市晨光,,16,2006-08-01 00:00:00.0,24216666,
,,2005-11-01 00:00:00.0,,东陵区白塔堡镇东堡高三家村,,,,,3300.0,沈阳穗港房地产投资开发有限公司,理想新城,,23,2007-10-31 00:00:00.0,23968808,
,50000.0,2005-11-03 00:00:00.0,,东陵区长青路9号,,,,,2600.0,沈阳中和房产置业有限公司,长青新苑,,2,2006-03-31 00:00:00.0,31053333,
,5500.0,2005-11-06 00:00:00.0,,东陵区方家栏路北,,,,,2900.0,沈阳于洪城建综合开发有限公司,居住.商业,,9,2006-09-30 00:00:00.0,88647777,
,6000.0,1990-01-01 00:00:00.0,,浑南新区中心区D13号地块,,,,,,欧美亚企业集团国际汽车销售服务有限公司,汽车博览中心,,1,2006-07-01 00:00:00.0,23899999,
,,2005-11-11 00:00:00.0,,和平区南五马路同泽街四段,,,,,,辽宁先锋房地产开发有限公司,先锋家园,,4,2006-04-30 00:00:00.0,23525555,
,,2005-11-12 00:00:00.0,,于洪区汪家地区,,,,,,沈阳永来房地产有限公司,滨河新区?紫郡城一期,,24,2006-09-30 00:00:00.0,25967777,
,,2005-11-16 00:00:00.0,,苏家屯区佟沟乡胜利村,,,,,,沈阳信盟房地产开发有限责任公司,信盟花园果园住宅楼工程,,12,2006-12-01 00:00:00.0,23798088,
,5000.0,2005-11-18 00:00:00.0,,铁西区腾飞二街58号,,,,,,沈阳泰丰房地产开发有限公司,五金机电交易大厅,,1,2005-12-31 00:00:00.0,22873920,
,6800.0,2005-11-19 00:00:00.0,,沈河区惠工街217号,,,,,,沈阳唐州房产开发有限公司,奇美大厦,,1,2006-12-31 00:00:00.0,22503999,
,4500.0,2005-11-19 00:00:00.0,,于洪区辽西路63号,,,,,3000.0,沈阳福兴房地产开发有限公司,瑞士风情小镇,,32,2007-01-31 00:00:00.0,25968165,
,3500.0,2005-09-01 00:00:00.0,,于洪区铜山巷南侧,,,,,2900.0,沈阳市房屋土地技术开发有限公司,桐杉家园,,1,2005-12-31 00:00:00.0,81011996,
,7500.0,2005-09-01 00:00:00.0,,铁西区云峰北街58号,,,,,3500.0,沈阳东环置业有限公司,东环国际花园,,6,2007-05-30 00:00:00.0,25636988,
,3500.0,2005-09-01 00:00:00.0,,于洪区北李官村,,,,,2000.0,沈阳市和泰房地产开发有限公司,和泰馨城,,49,2009-12-31 00:00:00.0,25315823,
,7000.0,2005-09-01 00:00:00.0,,大东区东边城街西侧,,,,,3900.0,辽宁华特美房地产开发有限公司,大华.水岸福邸,,36,2007-08-31 00:00:00.0,88729888,
,4000.0,2005-09-01 00:00:00.0,,辉山农业高新区,,,,,1930.0,辽宁恒生房地产开发有限公司,浅水湾生态生活区,,19,2005-12-31 00:00:00.0,88085055,
,6300.0,2005-09-06 00:00:00.0,,铁西区兴工北街72号,,,,,2967.0,沈阳维华房屋开发有限公司,惠和公寓,,4,2006-06-30 00:00:00.0,25633888,
,5000.0,1990-01-01 00:00:00.0,,东陵区长青街54号,,,,,3300.0,沈阳立川房屋开发有限公司,御泉花园,,6,2005-12-31 00:00:00.0,24202222,
,,1990-01-01 00:00:00.0,,浑南新区中心区38、39号地块,,,,,5000.0,沈阳华新联美置业有限公司,河畔新城,,18,2007-12-31 00:00:00.0,24908262,
,,2005-09-09 00:00:00.0,,于洪区造化镇郭大桥村,,,,,,沈阳东信房地产开发有限公司,博士花园,0,12,2006-07-30 00:00:00.0,89734861,
,6750.0,2005-09-09 00:00:00.0,,浑南新区中心区12号地块,,,,,3985.0,辽宁新华房屋开发有限公司,新华国际公寓,,5,2008-09-30 00:00:00.0,23828866,
,,1990-01-01 00:00:00.0,,于洪区北陵乡大韩村,,,,,2800.0,辽宁海特房屋开发有限公司,亚都名苑,,10,2005-12-31 00:00:00.0,31011225,
,,2005-09-10 00:00:00.0,,大东区工农路134号,,,,,,辽宁中地海外建设有限公司,东方之珠,,7,2006-05-01 00:00:00.0,88096666,
,,2005-09-10 00:00:00.0,,沈阳经济技术开发区沈辽西路20号,,,,,2100.0,沈阳巨臣房屋开发有限公司,友谊城二期,,5,2006-10-10 00:00:00.0,81894603,
,8500.0,2005-09-15 00:00:00.0,,和平区南十马路北侧,,,,,4500.0,沈阳天地房地产开发有限公司,居适公寓,,1,2006-12-31 00:00:00.0,23381999,
,,2005-09-17 00:00:00.0,,道义经济开发区京沈街50号,,,,,2200.0,沈阳瀚博房地产开发有限公司,瀚博大厦,,1,2006-09-30 00:00:00.0,89738188,
,,2005-09-21 00:00:00.0,,东陵区第三粮库东侧,,,,,,沈阳保利溪岸房地产开发有限公司,保利.海棠花园,,15,2006-05-01 00:00:00.0,28410011,
,,1990-01-01 00:00:00.0,,道义经济开发区正义四路6号,,,,,,辽宁祥瑞房地产开发有限公司,祥瑞家园《银杏金庭》,,,,,
,,1990-01-01 00:00:00.0,,新城子区尹家乡尹家村101国道西,,,,,,沈阳恩勇房地产开发有限公司,商业网点,,,,,
,,1990-01-01 00:00:00.0,,棋盘山东陵路183号,,,,,,辽宁金帝建设集团房地产开发有限公司,车库,,,,,
,5500.0,2005-09-28 00:00:00.0,,皇姑区三洞桥地区长江街东侧,,,,,3500.0,沈阳汉旦城房地产开发有限公司,韩国新城,,2,2006-10-31 00:00:00.0,86413333,
,,2008-03-25 14:20:17.0,,沈阳沈北新区蒲河新城道义开发区,,,,,,辽宁城开地产集团有限公司,中央大学城D1~6#楼,0,6,2008-12-31 00:00:00.0,,
,,2008-03-25 15:50:03.0,,于洪新城内11#、13#部分地块,,,,,,沈阳凯城房屋开发有限公司,中油吉利街一期,0,9,2008-12-31 00:00:00.0,,
,,2008-03-25 14:19:50.0,,沈阳沈北新区蒲河新城道义开发区,,,,,,辽宁城开地产集团有限公司,中央大学城C1~14#楼,0,14,2008-12-31 00:00:00.0,,
,,2008-03-25 14:36:03.0,,苏家屯区丁香街170号,,,,,,沈阳振华丰商贸有限公司,产房、业务用房、车库、食堂、收发室,0,4,,,
,,2008-03-25 16:35:58.0,,沈阳市铁西区滑翔二小区,,,,,,沈阳市体育运动学校,足球场西、南看台、室外厕所,0,3,,,
,,2008-03-25 14:05:59.0,,大东区凯翔三街东侧,,,,,,沈阳盛泰房地产开发有限公司,住宅、商业网点等,0,13,2009-08-31 00:00:00.0,,
,,2008-03-25 16:08:29.0,,沈阳市铁西区沈辽东路31号,,,,,,沈阳市体育运动学校,教学楼、训练馆,0,2,,,
,,2008-03-26 10:24:20.0,,沈阳道义开发区,,,,,,沈阳优力机电设备有限公司,综合厂房,0,1,,,
,,2008-04-01 12:43:30.0,,沈阳市沈北新区道义经济开发区正良村,,,,,,沈阳步阳置业有限公司,”江南甲第“一期西区1～4＃、6～13＃、16～18＃、20～24＃住宅楼、6a、6b、20a楼,0,23,2009-06-30 00:00:00.0,,
,,2008-04-02 10:18:47.0,,开发区黔灵湖街18号,,,,,,沈阳市汇丰机械厂,生产厂房,0,1,,,
,,2008-04-07 11:15:00.0,,于洪新城63#地块内,,,,,,恒大长基（沈阳）置业有限公司,恒大绿洲一期D块,0,16,2009-03-31 00:00:00.0,,
,,2008-04-07 12:07:36.0,,沈阳辉山农业高新技术开发区裕农路70号,,,,,,辽宁渥尔夫房地产开发有限公司,1-18#电大教师住宅楼,0,18,2008-11-08 00:00:00.0,,
,,2008-04-10 11:03:41.0,,于洪新城内19#地块,,,,,,沈阳宏发房屋开发有限公司,宏发.华城世界（F区）二期,0,7,2008-12-31 00:00:00.0,,
,,2008-06-06 13:52:10.0,,开发区十三号路,,,,,,沈阳广大美居房地产开发有限公司,中央湖畔住宅项目,0,11,2009-10-01 00:00:00.0,,
,,2008-06-06 13:32:39.0,,沈阳市东陵区新立堡村,,,,,,保利(沈阳)房地产开发有限公司,保利花园（一期三组团）,0,12,2009-01-31 00:00:00.0,,
,,2008-06-06 09:32:27.0,,苏家屯区桂花街东,,,,,,辽宁德隆房屋开发有限公司,网点、车库、住宅,0,5,,,
,,2008-06-06 10:05:20.0,,沈阳市东陵区南湖科技开发区浑南产业区,,,,,,东软集团有限公司,员工公寓,0,2,,,
,,2008-06-06 10:09:00.0,,沈阳浑南产业区西区68-83号地块,,,,,,沈阳东软软件股份有限公司,研发楼,0,1,,,
,,2008-06-06 10:13:34.0,,沈阳市浑南新区产业西区60、61、62号地块,,,,,,沈阳亿达房地产有限公司,“唯美品格”住宅小区五期,0,10,2009-10-31 00:00:00.0,,
,,2008-06-06 10:41:00.0,,苏家屯区桂花街240号,,,,,,沈阳市优美佳家俱有限公司,业务用房,0,1,,,
,,2008-06-06 10:55:05.0,,沈阳蒲河新城辉山农业高新区南沟地区,,,,,,沈阳安邦置业发展有限公司,A2区10#及11#住宅楼,0,2,,,
,,2008-06-06 11:02:55.0,,苏家屯区瑰香街24号,,,,,,沈阳市红蜻蜓针织服装厂,厂房,0,5,,,
,,2008-06-06 11:14:01.0,,于洪区鸭绿江东街,,,,,,沈阳华海房屋开发有限公司,居住,0,10,,,
,,2008-06-06 13:27:21.0,,浑南新区大学城产业区F27号-1地块,,,,,,沈阳恒进真空科技有限公司,厂房、综合楼,0,2,,,
,,2008-06-06 10:25:22.0,,铁西区云峰北街36号,,,,,,沈阳西华赛维莱房产置业有限公司,巴塞罗那三期,0,15,2009-10-31 00:00:00.0,,
,,1990-01-01 00:00:00.0,,铁西区,,,,,,辽宁新世界房地产开发有限公司,里仁居,,,,,
,,1990-01-01 00:00:00.0,,铁西区,,,,,,辽宁丰大房屋开发有限公司,云峰花园,,,,,
,,1990-01-01 00:00:00.0,,和平区,,,,,,沈阳东大兴科置业有限公司,东大人才住宅2.3.,,,,,
,,1990-01-01 00:00:00.0,,苏家屯区,,,,,,沈阳红宇房地产开发有限公司,秀水花城（二期）,,,,,
,,1990-01-01 00:00:00.0,,皇姑区,,,,,,沈阳金辉房地产开发有限公司,香树湾二期,,,,,
,,1990-01-01 00:00:00.0,,和平区,,,,,,沈阳世茂新发展置业有限公司,世茂五里河花园,,,,,
,,1990-01-01 00:00:00.0,,苏家屯区,,,,,,沈阳天都置业有限公司,沙河新城,,,,,
,,1990-01-01 00:00:00.0,,铁西区云峰北街,,,,,,沈阳东环置业有限公司,东环国际花园二期,,,,,
,,1990-01-01 00:00:00.0,,浑南新区,,,,,,沈阳金地长青房地产开发有限公司,金地滨河国际社区二期A1B2B3C1D2D3,,,,,
,,1990-01-01 00:00:00.0,,于洪区,,,,,,恒盛阳光鑫地（辽宁）置业有限公司,阳光尚城三期-1,,,,,
,,1990-01-01 00:00:00.0,,沈阳市沈北新区道义四村,,,,,,辽宁省直建设集团有限公司,府梓里居,,8,,,
,5000.0,2005-11-20 00:00:00.0,,铁西区北四中路8号,,,,,3500.0,沈阳鑫丰房产开发有限公司,鑫丰雅苑,,18,2006-12-30 00:00:00.0,25603888,
,,1990-01-01 00:00:00.0,,沈河区,,,,,,沈阳圣安房地产开发有限公司,怀远商务大厦,,,,,
,,1990-01-01 00:00:00.0,,新城子区道义镇道义四村,,,,,,沈阳诚发展房地产开发有限公司,富城.俪景,,12,,,
,7000.0,1990-01-01 00:00:00.0,,皇姑区牡丹江街东侧茶山路两侧,,,,,3300.0,沈阳沈飞建设置业有限公司,兰庭园,,22,2006-10-31 00:00:00.0,86594398,
,,2006-04-10 00:00:00.0,,东陵区桃仙镇荒山子村,,,,,9500.0,沈阳华新国际城市发展有限公司,锦绣山庄二期,,29,2006-09-30 00:00:00.0,83791689/83791680,
,4500.0,2006-06-20 00:00:00.0,,东陵区东陵路北侧（沈阳农业大学院内）,,,,,2700.0,沈阳东亚富友房地产开发有限公司,富友家园,,35,2006-10-31 00:00:00.0,88449595,
,3500.0,2006-04-19 00:00:00.0,,辉山农业高新区人和街１０８号,,,,,2100.0,辽宁东大房地产开发有限公司,1#12#住宅（水木康桥）,,12,2007-06-30 00:00:00.0,88137777,
,4500.0,2006-04-18 00:00:00.0,,于洪区千山西路南,,,,,2700.0,沈阳华银房地产开发有限公司,华锐桃源欣城,,61,2007-05-30 00:00:00.0,56514408,
